temperature,humidity,soil_moisture,rain/rain_probability,crop,crop_stage,yield,market_demand,price
27.5,83.1,50.9,33.6,Tomato,Vegetative,14375,9894,36.86
30.5,80.4,56.5,20.6,Tapioca,Vegetative,11026,7270,23.82
34.4,67.0,47.7,18.5,Chilli,Vegetative,3600,2240,46.06
27.0,63.7,47.3,9.7,Chilli,Harvest,10010,7004,87.72
38.5,67.4,35.1,35.5,Tomato,Seedling,11400,16962,15.4
34.3,69.8,49.7,36.3,Chilli,Flowering,3600,3248,68.61
29.9,65.1,47.0,30.0,Chilli,Vegetative,3724,1262,83.65
28.7,85.8,39.6,1.3,Pumpkin,Flowering,23398,20033,22.67
30.6,73.8,60.6,21.9,Coriander,Leaf Expansion,1248,1257,99.34
32.5,64.9,52.1,11.4,Tapioca,Vegetative,10899,3351,36.46
35.7,70.2,48.7,7.0,Banana,Bunch Development,35401,48533,20.8
33.8,69.6,47.2,23.4,Pumpkin,Fruit Development,16322,14446,21.32
32.8,64.4,32.5,14.8,Brinjal,Seedling,13183,8792,48.12
31.4,70.1,58.8,32.2,Banana,Maturity,44602,43886,32.53
28.8,71.1,38.8,8.3,Tomato,Seedling,11400,15132,25.56
32.7,67.6,46.5,0.0,Chilli,Harvest,9112,6772,56.83
30.7,73.0,49.8,0.0,Drumstick,Vegetative,8535,8022,46.45
25.9,61.4,50.6,22.9,Tomato,Flowering,19182,14447,42.53
32.0,71.7,51.0,21.5,Bitter Gourd,Harvest,16606,10370,65.9
32.6,83.1,41.1,27.6,Banana,Vegetative,35522,25015,35.22
32.1,73.2,42.5,10.5,Brinjal,Flowering,21619,11371,57.4
31.5,68.2,48.3,4.3,Cauliflower,Vegetative,8400,4143,43.11
31.2,66.7,55.3,35.7,Brinjal,Fruiting,25748,18347,36.79
33.3,91.4,49.2,15.9,Coriander,Seed Maturity,2383,2117,106.88
32.2,81.0,37.9,24.4,Tapioca,Tuber Bulking,24808,14811,18.58
32.2,86.6,55.5,27.8,Coriander,Seed Maturity,2476,2564,111.72
31.5,69.5,50.2,17.5,Onion,Bulb Development,5400,3585,44.96
28.8,75.9,33.2,28.0,Brinjal,Fruiting,34033,27753,65.33
28.7,71.7,31.2,0.0,Onion,Bulb Development,8307,6715,28.35
33.6,66.1,40.1,0.0,Chilli,Vegetative,3600,1279,69.64
29.2,71.6,47.2,9.2,Coriander,Leaf Expansion,1050,388,244.74
32.0,60.7,49.7,0.7,Tomato,Maturity,23862,11901,49.73
32.5,59.2,36.3,16.0,Bitter Gourd,Flowering,13254,15966,41.49
32.4,79.8,49.8,17.9,Coriander,Leaf Expansion,1114,773,149.08
30.1,79.3,59.8,7.7,Bitter Gourd,Flowering,12632,5799,54.92
33.0,76.4,57.9,19.3,Pumpkin,Vegetative,13416,8053,23.82
34.3,82.8,54.6,20.2,Chilli,Flowering,3600,1728,84.18
29.3,78.2,48.0,1.9,Tapioca,Root Initiation,16541,16479,17.39
33.0,53.9,38.8,16.1,Coriander,Seed Maturity,1050,923,135.59
33.7,81.2,50.0,4.8,Tapioca,Tuber Bulking,20704,12072,17.56
31.4,70.4,48.4,40.7,Tapioca,Maturity,29898,10142,21.23
35.2,66.7,37.6,12.1,Coriander,Flowering,1102,396,157.42
34.9,65.2,33.5,30.5,Banana,Vegetative,40395,36417,27.26
33.3,75.7,51.5,0.0,Onion,Bulb Development,8997,7834,32.86
32.4,73.6,34.7,8.5,Onion,Bulb Enlargement,11461,5844,48.89
33.4,79.2,53.9,0.0,Chilli,Harvest,6328,8980,47.47
34.1,56.0,39.5,0.8,Cauliflower,Seedling,8400,7576,41.64
33.2,76.7,44.4,2.4,Potato,Tuber Initiation,7272,6493,21.27
30.7,71.0,54.5,20.1,Cauliflower,Harvest,12998,8627,45.98
30.7,56.5,49.1,29.1,Coriander,Seed Maturity,2128,1679,173.23
30.3,56.4,28.7,2.4,Tapioca,Tuber Bulking,23508,22727,20.06
37.7,70.9,38.6,12.8,Cauliflower,Vegetative,8400,3995,44.69
31.3,67.4,43.8,0.0,Tomato,Fruiting,11400,10061,35.52
29.9,70.5,53.4,18.7,Cauliflower,Vegetative,8400,6490,40.5
30.7,63.9,47.0,0.0,Chilli,Fruiting,5596,5780,60.83
31.5,71.5,41.1,5.6,Onion,Vegetative,6235,3351,49.82
38.7,75.2,45.9,38.6,Brinjal,Vegetative,14183,13195,40.93
30.6,90.2,65.0,11.7,Onion,Vegetative,5400,2484,37.48
31.8,62.0,37.0,0.0,Onion,Nursery,5400,2838,33.64
32.1,65.8,63.9,23.1,Brinjal,Vegetative,15066,9084,56.54
36.0,63.9,61.2,12.3,Onion,Bulb Enlargement,8828,5577,53.99
30.8,69.8,41.9,4.7,Tomato,Maturity,22548,14406,42.86
32.7,51.0,45.9,5.7,Tapioca,Maturity,23812,20063,23.17
32.7,73.1,50.6,45.8,Coriander,Vegetative,1174,1269,105.99
33.8,80.5,34.0,0.0,Pumpkin,Vegetative,9600,8215,21.68
28.0,67.4,52.4,31.8,Brinjal,Flowering,20285,12514,52.27
34.5,82.7,43.5,28.2,Cauliflower,Vegetative,9350,4876,43.73
34.8,72.0,49.0,0.0,Tomato,Seedling,11400,7416,35.82
33.1,79.6,43.0,26.7,Bitter Gourd,Harvest,16649,10775,59.95
35.4,65.6,44.5,1.8,Tomato,Fruiting,17399,11692,31.36
31.5,78.7,48.8,0.0,Bitter Gourd,Fruiting,17595,18178,57.21
31.4,59.0,35.1,19.9,Brinjal,Vegetative,24462,14707,49.49
28.5,77.9,38.0,16.2,Pumpkin,Fruit Development,19614,8007,24.87
28.7,67.0,42.4,34.6,Pumpkin,Fruit Development,21201,13385,26.71
28.4,70.0,45.9,81.7,Banana,Vegetative,59403,34192,66.26
35.4,79.4,51.4,21.0,Cauliflower,Curd Development,13809,8296,39.99
34.3,72.6,46.5,6.4,Bitter Gourd,Flowering,10068,7882,36.86
30.3,56.0,47.7,26.5,Cauliflower,Harvest,18874,18021,36.0
29.9,63.2,41.0,0.0,Banana,Bunch Development,70894,45275,29.89
23.7,68.5,50.4,23.3,Bitter Gourd,Flowering,15041,9614,65.85
33.2,80.2,36.4,26.4,Pumpkin,Vegetative,14790,10315,22.1
30.8,80.4,47.1,19.2,Coriander,Flowering,1493,1195,106.55
34.5,63.9,38.1,26.9,Brinjal,Vegetative,12600,8615,47.64
30.9,70.0,42.4,16.1,Banana,Maturity,69648,38785,34.93
30.2,62.0,61.6,31.0,Cauliflower,Harvest,12814,6376,37.38
31.8,62.7,58.3,1.5,Coriander,Flowering,1331,849,113.83
31.5,78.2,60.8,20.8,Cauliflower,Vegetative,10005,9335,43.46
30.7,61.0,48.3,18.3,Pumpkin,Vegetative,10075,5853,34.31
33.1,58.7,39.0,10.5,Pumpkin,Flowering,16551,12269,24.59
28.5,70.0,41.3,7.5,Chilli,Harvest,11981,14674,57.55
32.7,59.3,52.4,28.4,Coriander,Seed Maturity,1513,1397,109.9
30.2,82.9,65.0,16.5,Onion,Nursery,5400,6409,23.38
29.1,70.7,45.9,24.0,Banana,Flowering,38616,35979,33.78
33.8,57.1,45.9,41.4,Coriander,Flowering,1346,812,142.9
35.4,78.1,44.4,7.2,Potato,Maturity,10282,4896,51.17
32.2,75.4,41.2,5.8,Brinjal,Fruiting,30772,20081,55.71
28.7,72.5,63.5,12.1,Cauliflower,Seedling,8400,6366,39.77
30.5,67.9,47.4,13.9,Chilli,Vegetative,3600,1214,76.8
34.7,65.8,54.2,33.1,Chilli,Vegetative,4781,6322,42.15
31.1,59.2,36.8,32.2,Bitter Gourd,Flowering,11332,5501,55.56
27.6,78.0,48.0,17.6,Potato,Maturity,10843,5946,39.01
32.1,69.3,41.6,23.9,Onion,Bulb Development,9263,7364,30.98
31.3,81.5,53.5,31.5,Pumpkin,Fruit Development,21451,18457,20.97
29.9,65.6,47.6,21.5,Drumstick,Pod Development,12994,7805,45.83
29.2,85.3,56.9,3.2,Drumstick,Harvest,21879,16307,59.3
30.1,70.9,50.2,0.1,Brinjal,Seedling,15585,7003,43.7
30.5,91.8,65.0,35.9,Brinjal,Flowering,16113,9447,48.23
34.6,80.1,57.4,16.5,Coriander,Flowering,1429,1545,138.04
31.8,77.5,60.1,28.1,Tapioca,Root Initiation,15701,14094,17.66
33.5,71.7,37.8,14.8,Bitter Gourd,Fruiting,10516,6601,54.52
36.3,73.6,48.9,2.3,Coriander,Flowering,1508,1257,130.2
33.1,53.3,36.7,0.0,Tomato,Seedling,11400,9229,36.15
33.7,62.7,36.1,11.9,Pumpkin,Fruit Development,17745,12170,27.19
31.6,75.0,33.4,0.0,Onion,Bulb Enlargement,12315,8865,31.58
35.2,58.9,36.2,6.6,Onion,Nursery,5400,4553,40.54
32.1,82.6,57.5,0.0,Onion,Maturity,12767,5830,32.65
37.1,67.2,50.9,21.4,Drumstick,Flowering,11752,10488,45.37
33.2,66.1,45.6,1.7,Potato,Tuber Bulking,6947,7758,33.91
32.5,62.3,41.2,24.4,Banana,Bunch Development,60263,48912,26.12
30.7,74.8,54.1,32.8,Potato,Vegetative,5700,4811,32.58
31.6,65.2,40.8,4.4,Potato,Tuber Bulking,8902,5778,31.44
33.3,74.6,41.7,20.5,Cauliflower,Vegetative,9648,8380,49.24
33.6,76.9,52.8,0.0,Cauliflower,Curd Initiation,11721,7379,35.05
32.1,89.4,46.2,23.3,Brinjal,Harvest,18970,13275,36.94
33.4,73.9,47.6,19.7,Onion,Vegetative,5400,4453,33.42
35.7,63.1,35.4,30.6,Onion,Maturity,10463,6242,38.29
32.4,58.8,52.9,25.5,Drumstick,Flowering,9282,7421,79.77
33.4,72.9,29.5,12.3,Onion,Bulb Development,8368,6300,36.73
30.9,86.7,65.0,32.6,Potato,Maturity,10835,8972,35.06
30.0,61.9,41.1,12.9,Coriander,Flowering,1050,432,129.11
36.0,77.8,47.9,19.9,Tapioca,Root Initiation,10800,8742,18.08
35.1,79.9,52.9,18.4,Tapioca,Vegetative,10800,3908,24.69
28.9,65.2,47.3,17.9,Bitter Gourd,Fruiting,12886,7375,61.7
34.6,96.1,65.0,2.0,Pumpkin,Fruit Development,23066,19419,26.59
33.2,73.6,53.2,46.3,Potato,Vegetative,5700,6093,25.03
31.8,77.1,61.0,30.2,Tomato,Vegetative,12227,5806,41.35
36.3,66.8,35.9,0.0,Tomato,Vegetative,12430,14765,27.96
29.2,65.0,30.1,0.0,Tomato,Vegetative,17942,6581,51.67
32.6,77.1,44.4,8.4,Tapioca,Maturity,17717,19400,13.47
32.0,70.0,45.7,8.6,Cauliflower,Curd Initiation,8400,8986,45.01
29.9,63.0,40.9,11.9,Coriander,Leaf Expansion,1365,694,137.86
31.5,61.3,47.0,26.7,Drumstick,Pod Development,21557,15467,48.58
34.4,63.8,34.3,17.9,Onion,Bulb Development,6821,9983,24.54
37.1,75.5,54.9,22.5,Cauliflower,Harvest,15119,7115,51.39
32.2,82.4,53.3,28.9,Chilli,Flowering,5204,2808,86.57
32.1,79.4,39.1,20.0,Tomato,Flowering,17524,15497,32.65
31.8,56.5,28.6,0.0,Chilli,Harvest,5905,3128,77.46
26.2,80.4,57.1,22.8,Bitter Gourd,Fruiting,9661,4796,81.95
30.8,82.0,51.9,8.4,Coriander,Seed Maturity,1496,1333,115.71
36.2,87.9,50.6,35.6,Cauliflower,Curd Initiation,12138,10170,47.08
29.1,62.8,49.6,6.2,Brinjal,Fruiting,25271,17524,42.59
32.9,83.9,49.0,9.5,Brinjal,Seedling,12600,3586,51.66
34.0,60.3,60.1,12.4,Onion,Bulb Development,5400,4360,29.24
37.3,87.0,43.8,5.7,Bitter Gourd,Harvest,9003,2908,57.27
32.1,76.9,36.6,17.3,Banana,Flowering,52563,44732,22.34
30.5,61.3,45.0,31.0,Coriander,Seed Maturity,1926,1175,151.27
36.5,68.9,44.4,31.2,Onion,Nursery,5400,5216,28.92
30.6,65.2,49.1,15.5,Potato,Tuber Initiation,7818,4673,34.52
30.2,81.9,53.4,13.2,Tapioca,Vegetative,13405,6568,26.8
38.6,81.3,38.2,15.4,Banana,Maturity,59764,45780,26.64
30.1,73.5,40.3,16.8,Coriander,Vegetative,1050,751,138.77
31.9,75.6,50.2,20.2,Banana,Flowering,38396,19439,35.47
32.3,72.1,39.5,20.9,Brinjal,Flowering,18635,22333,22.16
31.9,71.5,48.8,20.0,Tomato,Vegetative,15894,6881,43.59
29.8,71.8,53.4,43.0,Bitter Gourd,Fruiting,13750,6673,76.24
30.5,73.1,36.7,23.1,Tapioca,Maturity,29172,17122,20.09
27.4,72.5,52.9,30.2,Bitter Gourd,Flowering,10892,4295,57.32
36.8,70.0,36.2,0.0,Coriander,Vegetative,1050,680,153.19
31.8,73.7,37.3,0.0,Brinjal,Fruiting,23630,12865,50.49
33.3,57.0,42.7,0.0,Tapioca,Root Initiation,14616,7908,23.33
35.4,83.7,60.3,6.0,Coriander,Seed Maturity,1913,1736,116.1
32.7,80.6,47.6,28.8,Pumpkin,Vegetative,9832,10026,21.07
33.5,70.9,56.0,17.7,Brinjal,Vegetative,12600,16261,30.14
27.0,60.1,31.2,23.0,Banana,Bunch Development,54477,35618,36.73
30.9,76.6,50.0,35.1,Pumpkin,Flowering,16518,6529,23.78
28.6,68.4,48.1,0.0,Tomato,Seedling,11400,7206,42.81
34.0,57.7,51.5,17.3,Cauliflower,Curd Initiation,10725,9449,37.83
33.7,77.9,59.9,7.1,Tapioca,Maturity,22940,13765,21.5
27.8,79.2,54.7,30.5,Cauliflower,Seedling,8400,6958,33.7
31.7,69.7,51.6,7.4,Onion,Vegetative,5400,4674,32.55
34.3,57.8,37.6,44.5,Drumstick,Vegetative,8705,4439,55.57
32.2,58.9,35.3,21.4,Brinjal,Harvest,25520,14674,49.61
32.9,59.5,43.7,26.5,Banana,Flowering,32279,34872,23.94
32.6,74.4,53.2,1.8,Tomato,Fruiting,14473,8515,45.19
33.3,68.8,50.7,35.8,Pumpkin,Flowering,12773,4198,24.9
32.5,73.7,37.3,0.0,Banana,Maturity,88865,49734,32.52
37.5,71.2,43.1,7.4,Tomato,Maturity,20376,11287,35.55
33.8,63.0,45.5,7.4,Cauliflower,Seedling,8400,4705,44.55
30.2,67.1,51.7,0.0,Pumpkin,Fruit Development,15500,5984,21.97
33.4,60.2,44.4,15.7,Bitter Gourd,Harvest,18069,4711,58.3
35.1,55.0,42.8,3.3,Potato,Tuber Bulking,5885,5343,31.87
29.8,84.3,52.9,21.7,Tapioca,Tuber Bulking,20991,20480,23.78
32.0,70.3,49.9,27.0,Onion,Nursery,5400,4318,34.85
34.8,74.5,57.9,37.3,Bitter Gourd,Flowering,8941,6181,57.6
34.8,72.9,40.0,0.0,Drumstick,Harvest,15996,11519,68.29
36.0,82.6,48.8,26.6,Cauliflower,Curd Development,14895,8710,32.93
30.5,69.4,59.8,0.0,Coriander,Leaf Expansion,1050,671,177.47
34.4,76.2,46.9,22.6,Brinjal,Vegetative,18224,7012,56.85
35.9,84.0,63.3,35.8,Brinjal,Vegetative,13588,12805,54.15
27.4,56.6,52.5,6.3,Coriander,Vegetative,1050,930,126.25
30.9,81.5,43.2,34.8,Drumstick,Pod Development,27873,25076,60.49
27.8,89.1,45.2,15.1,Tomato,Fruiting,17163,19457,27.21
33.6,65.8,39.7,12.3,Banana,Maturity,75823,55648,39.72
31.8,72.5,44.5,35.8,Tapioca,Maturity,19851,13386,16.97
34.8,70.3,38.7,9.8,Drumstick,Harvest,19417,15541,58.99
39.8,66.3,49.7,46.6,Pumpkin,Fruit Development,14045,8823,26.77
33.6,56.1,33.1,19.4,Tapioca,Tuber Bulking,25253,22259,18.47
31.3,74.4,51.0,30.1,Banana,Flowering,44828,38566,30.68
31.0,57.4,51.9,12.7,Bitter Gourd,Fruiting,16148,11464,53.63
37.4,80.7,34.3,46.5,Drumstick,Harvest,17649,14854,43.77
31.6,73.5,49.4,23.4,Chilli,Fruiting,7174,6589,61.79
31.4,69.5,52.5,52.0,Cauliflower,Harvest,11590,9309,37.4
34.1,76.2,56.9,34.1,Chilli,Vegetative,3600,3978,48.59
34.1,81.2,40.4,0.0,Coriander,Seed Maturity,1227,1005,110.29
32.7,79.7,55.1,17.7,Chilli,Harvest,7776,4482,63.96
35.0,78.3,40.2,20.6,Tapioca,Vegetative,18098,28554,11.44
33.2,62.8,33.3,10.5,Brinjal,Vegetative,17875,7254,54.61
28.8,90.7,44.9,2.6,Onion,Nursery,5400,4664,36.49
34.1,69.2,30.7,10.8,Banana,Bunch Development,55129,67375,18.67
31.2,70.1,41.8,24.9,Drumstick,Harvest,20368,12430,60.75
30.6,87.8,56.0,1.1,Banana,Bunch Development,54924,26822,34.25
35.4,64.0,39.3,12.2,Chilli,Fruiting,8036,2767,65.77
31.2,67.1,41.3,0.0,Potato,Tuber Initiation,8007,2644,38.12
28.8,67.8,50.1,3.6,Tomato,Flowering,16922,11236,58.55
30.8,65.9,47.9,8.3,Drumstick,Vegetative,13877,13760,48.98
34.7,57.8,43.1,10.3,Bitter Gourd,Fruiting,9704,8037,40.38
32.7,60.5,36.7,9.4,Pumpkin,Maturity,21208,15192,32.73
41.6,79.8,40.2,25.2,Chilli,Seedling,3600,1805,60.57
29.9,67.9,40.7,0.0,Banana,Bunch Development,61387,37878,33.68
32.6,57.4,35.5,2.9,Bitter Gourd,Flowering,11175,9398,50.37
32.8,92.3,50.0,12.8,Drumstick,Pod Development,8400,12483,26.23
30.8,49.1,37.3,3.5,Banana,Flowering,51569,28719,32.41
30.3,82.8,49.7,0.0,Drumstick,Vegetative,12599,14919,58.13
38.2,76.6,51.5,14.5,Brinjal,Flowering,17432,13352,41.15
32.5,85.8,43.5,23.3,Chilli,Fruiting,10120,8135,83.34
34.5,58.4,33.5,7.0,Pumpkin,Maturity,23681,19533,21.3
35.3,83.8,65.0,54.2,Brinjal,Harvest,26413,16537,43.54
33.7,78.7,51.3,0.0,Brinjal,Vegetative,18203,15581,41.22
32.1,96.3,57.0,31.4,Potato,Maturity,9693,5774,45.79
34.2,59.0,61.3,0.0,Bitter Gourd,Vegetative,8398,3906,57.55
36.2,67.2,30.9,16.7,Brinjal,Seedling,14975,11222,44.11
29.7,63.5,26.2,6.3,Bitter Gourd,Flowering,10526,9348,48.42
31.1,87.4,55.0,14.0,Coriander,Flowering,1790,1372,114.94
32.5,68.4,29.9,0.0,Brinjal,Vegetative,12600,6938,59.36
31.8,69.0,48.5,22.6,Chilli,Fruiting,7033,2988,109.7
37.5,63.8,31.5,19.7,Cauliflower,Curd Initiation,11014,5998,45.22
27.4,69.1,37.0,20.8,Tomato,Maturity,30283,10859,44.89
28.9,77.4,49.0,13.2,Onion,Bulb Development,7146,5450,41.82
32.3,83.3,65.0,34.7,Chilli,Seedling,3600,2226,65.36
32.0,55.7,40.2,25.8,Chilli,Flowering,3878,3798,70.43
31.0,65.7,41.2,0.8,Potato,Maturity,11173,8306,32.38
35.9,72.0,54.0,36.7,Bitter Gourd,Harvest,11604,10095,48.49
33.5,67.6,41.5,16.8,Potato,Tuber Bulking,9143,9718,28.06
23.8,60.9,52.0,1.9,Tapioca,Root Initiation,17485,26968,15.27
32.0,61.9,45.1,0.0,Chilli,Fruiting,5505,3008,72.12
32.5,78.3,52.2,34.0,Coriander,Flowering,1574,1560,95.48
31.4,84.9,44.2,15.5,Pumpkin,Maturity,25923,26073,28.58
35.5,72.1,48.7,36.8,Tomato,Seedling,11400,14263,25.74
30.9,75.7,35.5,0.0,Banana,Maturity,78792,30295,42.93
29.0,56.4,38.4,14.0,Brinjal,Harvest,17780,14433,38.16
28.0,68.5,48.4,20.8,Pumpkin,Maturity,18876,20057,19.47
36.0,61.5,56.4,6.5,Chilli,Fruiting,7581,6393,67.35
31.8,95.3,61.5,4.2,Pumpkin,Maturity,19806,8758,29.37
30.5,73.6,39.4,18.1,Tomato,Fruiting,24345,19842,34.79
27.4,70.2,62.1,23.9,Onion,Bulb Development,5676,5191,33.78
33.4,78.3,38.4,0.3,Tomato,Flowering,19141,10692,50.39
33.4,72.8,54.7,8.9,Chilli,Seedling,3600,1422,82.94
29.8,74.2,56.0,3.4,Cauliflower,Seedling,8400,2450,57.21
26.4,73.6,43.3,11.9,Pumpkin,Maturity,25912,14451,20.79
31.9,65.6,48.6,7.7,Potato,Tuber Bulking,8226,4864,32.71
27.9,56.2,48.8,0.0,Tapioca,Maturity,24780,15817,16.55
30.1,66.8,39.8,3.4,Chilli,Seedling,3600,2802,60.75
31.5,49.5,34.1,0.0,Pumpkin,Maturity,25115,18934,19.16
33.0,85.7,39.6,35.4,Chilli,Flowering,5667,6880,57.86
31.8,67.2,53.9,0.3,Tapioca,Tuber Bulking,13807,4872,36.41
32.4,63.5,44.3,11.8,Brinjal,Seedling,12600,15665,30.95
32.3,65.9,46.8,16.1,Pumpkin,Vegetative,11874,9528,30.21
31.7,73.9,55.5,48.3,Chilli,Harvest,6557,6438,51.56
30.6,78.2,34.7,25.1,Coriander,Seed Maturity,2115,1608,111.06
34.0,72.7,43.7,38.0,Banana,Vegetative,39216,22188,43.88
27.0,73.7,40.0,37.5,Onion,Nursery,5400,3947,41.26
28.4,84.1,34.0,33.4,Tapioca,Vegetative,14179,12874,20.54
32.6,89.9,51.0,4.4,Drumstick,Flowering,14507,15450,44.61
36.0,69.2,32.6,0.2,Banana,Maturity,45418,33741,32.42
36.2,71.7,51.1,22.6,Banana,Bunch Development,55774,26264,32.46
36.1,56.5,22.7,14.2,Tapioca,Root Initiation,10800,8617,18.39
33.9,55.6,42.3,0.0,Brinjal,Vegetative,13666,7333,52.64
31.4,61.7,31.8,0.0,Tomato,Seedling,11935,6719,33.29
33.9,76.8,29.9,0.0,Banana,Flowering,32293,32591,29.89
31.1,65.3,36.4,29.1,Coriander,Vegetative,1050,869,133.06
31.7,58.7,39.7,4.7,Bitter Gourd,Fruiting,10907,10244,39.04
32.4,70.5,37.8,14.6,Tapioca,Maturity,35425,28423,29.61
32.6,76.7,31.7,11.5,Banana,Vegetative,37816,13547,41.95
34.4,82.1,60.5,45.6,Potato,Tuber Bulking,10414,4117,42.22
38.7,64.1,42.2,29.6,Pumpkin,Fruit Development,16718,19447,19.46
34.4,76.4,36.8,14.2,Drumstick,Harvest,20924,9518,56.4
35.7,86.9,54.6,4.4,Potato,Tuber Bulking,9841,8138,25.93
31.8,74.0,55.1,0.0,Drumstick,Harvest,23856,20868,41.53
29.2,62.0,42.3,3.5,Chilli,Fruiting,8710,6247,76.22
32.5,79.0,46.8,29.6,Chilli,Seedling,3600,1483,86.16
29.6,61.6,57.2,4.0,Chilli,Vegetative,4991,2579,74.87
30.7,67.6,45.7,11.9,Brinjal,Vegetative,13994,14689,39.17
31.7,62.2,34.9,28.6,Pumpkin,Vegetative,9600,7021,28.43
30.7,75.8,44.5,0.0,Bitter Gourd,Flowering,13438,10463,56.48
36.2,67.3,48.0,18.5,Tapioca,Root Initiation,10800,8028,21.76
30.7,80.9,48.2,11.4,Bitter Gourd,Harvest,20139,11962,49.2
28.5,58.5,35.3,27.3,Pumpkin,Flowering,20138,8144,35.89
36.4,64.3,32.7,1.2,Pumpkin,Maturity,15138,7314,30.18
32.5,71.8,46.9,6.2,Tapioca,Root Initiation,14009,5842,24.41
33.5,63.0,41.4,0.0,Tapioca,Root Initiation,15222,7664,21.99
31.6,67.8,45.4,12.1,Pumpkin,Maturity,19215,18067,28.94
30.0,78.4,57.3,7.1,Banana,Maturity,61859,48877,42.78
30.1,64.9,60.6,0.2,Cauliflower,Curd Development,14925,14369,24.48
27.3,66.3,53.4,22.6,Banana,Bunch Development,71981,49518,31.51
33.6,71.9,58.7,0.0,Potato,Vegetative,6460,7300,28.2
24.6,77.8,62.1,0.0,Tomato,Flowering,14113,13284,32.76
31.9,79.4,35.4,31.9,Coriander,Flowering,1284,1161,106.28
30.0,72.9,50.0,18.0,Banana,Maturity,60729,83595,20.42
32.5,65.5,42.3,15.9,Cauliflower,Seedling,8400,6920,54.66
34.6,58.3,26.4,6.0,Chilli,Harvest,9610,5776,82.35
32.0,65.3,55.7,0.0,Bitter Gourd,Flowering,13245,6152,67.91
29.7,85.2,45.0,12.2,Banana,Maturity,61678,45569,29.94
33.8,58.4,31.0,38.9,Bitter Gourd,Flowering,14188,14329,51.01
34.0,68.8,32.3,19.1,Tomato,Vegetative,16788,11080,32.06
31.3,76.1,46.1,21.1,Tapioca,Root Initiation,11625,5984,24.65
31.7,67.5,47.1,0.0,Cauliflower,Vegetative,9159,11818,26.07
30.0,75.1,65.0,37.9,Brinjal,Fruiting,28422,26679,39.45
28.8,67.1,42.7,6.9,Bitter Gourd,Harvest,22408,13267,48.42
30.1,64.4,37.8,26.5,Onion,Bulb Development,6586,4428,28.77
32.5,79.9,43.3,0.0,Cauliflower,Seedling,8400,6833,37.29
33.4,78.0,52.7,27.5,Onion,Nursery,5400,3539,50.53
28.4,63.6,50.8,17.4,Coriander,Seed Maturity,2497,1158,149.97
28.7,72.0,45.4,33.4,Tapioca,Vegetative,19255,15917,22.32
27.9,85.6,44.8,4.4,Cauliflower,Curd Initiation,14323,9527,46.12
34.2,77.5,52.6,15.7,Drumstick,Vegetative,8400,6724,54.74
31.3,77.9,51.5,35.0,Brinjal,Flowering,17238,11710,60.53
27.7,67.2,49.6,36.3,Chilli,Harvest,7158,3651,80.14
32.4,87.1,60.0,7.1,Coriander,Leaf Expansion,1537,562,153.8
30.0,82.5,56.2,0.0,Chilli,Seedling,3600,1443,97.84
28.1,79.5,35.5,25.6,Banana,Flowering,59013,39426,53.65
32.8,79.4,59.6,17.8,Tomato,Seedling,11400,19026,19.99
33.1,49.5,31.2,31.1,Drumstick,Flowering,25681,41170,27.17
31.7,74.0,38.4,6.7,Cauliflower,Seedling,8400,5505,42.25
33.6,53.1,47.9,0.0,Pumpkin,Fruit Development,12704,8268,22.51
31.2,55.0,42.4,30.4,Onion,Maturity,9531,6499,30.32
31.0,70.7,59.5,33.2,Cauliflower,Harvest,21875,13251,50.16
28.5,70.6,46.3,11.6,Bitter Gourd,Fruiting,15496,6363,69.39
36.0,54.9,56.7,0.0,Bitter Gourd,Vegetative,9036,3408,61.96
28.5,72.7,47.4,0.0,Drumstick,Flowering,11943,14909,37.9
32.8,74.7,52.3,28.9,Coriander,Flowering,1097,404,135.15
29.8,63.1,34.6,16.6,Cauliflower,Seedling,8400,5526,38.58
29.1,69.9,44.7,15.9,Banana,Flowering,56358,45128,33.66
34.4,93.5,65.0,18.2,Onion,Bulb Enlargement,8892,8206,28.64
32.2,75.6,50.6,16.4,Bitter Gourd,Fruiting,15295,16555,32.13
35.2,83.7,43.5,0.0,Tapioca,Root Initiation,14257,9312,23.03
33.6,66.2,49.4,32.7,Tomato,Flowering,17799,6519,46.09
32.5,56.0,35.2,42.7,Brinjal,Harvest,26553,36876,36.3
31.0,70.0,36.5,26.5,Tomato,Maturity,37237,23135,36.91
30.1,85.5,60.7,16.1,Onion,Nursery,5400,4625,32.79
29.1,68.8,51.0,9.7,Pumpkin,Vegetative,9600,8943,21.42
34.0,74.0,38.1,38.8,Drumstick,Harvest,20043,22689,33.21
27.8,79.5,56.3,11.3,Tapioca,Maturity,19444,11671,23.76
34.9,66.0,43.8,20.0,Tomato,Vegetative,12437,4841,48.66
32.6,79.2,43.9,5.0,Coriander,Flowering,1419,1213,124.15
31.5,79.5,64.5,36.6,Banana,Bunch Development,52904,23377,37.89
30.2,71.3,55.3,10.1,Banana,Maturity,52816,28424,35.56
29.2,69.5,49.1,34.2,Chilli,Flowering,5969,2902,64.21
36.5,69.9,57.7,28.9,Cauliflower,Vegetative,9441,9961,31.12
32.1,69.4,54.6,4.8,Brinjal,Seedling,12600,8774,42.72
30.5,84.2,54.8,25.2,Tomato,Seedling,11400,7824,43.07
35.0,70.0,44.8,21.1,Pumpkin,Flowering,14088,9657,21.7
